key	depth_1	frequency_1	depth_2	frequency_2
chr20:8007045-8007045	17	0.7647	17	0.7647
chr20:9209855-9209855	15	0.0000	9	0.4444
chr20:7616356-7616356	36	0.0000	14	0.0714
chr20:8037012-8037012	49	0.0408	10	0.0000
chr20:6105240-6105240	34	0.2353	9	0.3333
chr20:6222297-6222297	20	0.6500	22	0.6364
chr20:6107423-6107423	34	0.2353	24	0.0833
chr20:7265086-7265086	59	0.2881	6	0.3333
chr20:6602213-6602213	39	0.1538	13	0.2308
chr20:6426191-6426191	17	0.0000	29	0.2069
chr20:7802751-7802751	29	0.0000	12	0.0000
chr20:9103116-9103116	22	0.5455	6	0.5000
chr20:7646955-7646955	23	0.7826	21	0.9048
chr20:9364665-9364665	48	0.1667	16	0.2500
chr20:7121484-7121484	23	0.0000	28	0.0000
chr20:6725450-6725450	61	0.1148	25	0.1200
chr20:6062842-6062842	16	0.8750	14	0.7143
chr20:7782155-7782155	36	0.6944	5	0.6000
chr20:7292979-7292979	34	0.2059	24	0.2917
chr20:6344552-6344552	48	0.5208	11	0.5455
chr20:6701778-6701778	32	0.1250	15	0.2000
chr20:7988751-7988751	22	1.0000	16	0.6250
chr20:6141203-6141203	24	0.2083	18	0.3889
chr20:8133165-8133165	22	0.0000	8	0.0000
chr20:8560242-8560242	33	0.8788	7	0.7143
chr20:7462345-7462345	38	0.0000	15	0.0000
chr20:6630820-6630820	21	0.2857	22	0.1818
chr20:8514331-8514331	9	0.4444	9	0.6667
chr20:7552432-7552432	70	0.8000	9	0.7778
chr20:6081997-6081997	37	0.3243	12	0.3333
chr20:8592939-8592939	35	0.8857	7	0.8571
chr20:9043896-9043896	62	0.6613	10	0.4000
chr20:7353687-7353687	58	0.0000	18	0.0556
chr20:9060513-9060513	22	0.1364	16	0.1875
chr20:6170928-6170928	36	0.5556	16	0.4375
chr20:9764349-9764349	27	0.1481	19	0.5263
chr20:8484173-8484173	15	0.7333	17	0.7647
chr20:8580868-8580868	28	0.5714	14	0.5000
chr20:6852015-6852015	27	0.2593	12	0.5000
chr20:7924933-7924933	27	0.0000	17	0.1176
chr20:9627408-9627408	36	0.3889	15	0.3333
chr20:9557832-9557832	37	0.0000	17	0.0000
chr20:7876095-7876095	48	0.0625	15	0.2667
chr20:6839316-6839316	50	0.5200	15	0.7333
chr20:7409430-7409430	47	0.2553	15	0.3333
chr20:8842557-8842557	31	0.4839	17	0.4706
chr20:6838290-6838290	35	0.0000	23	0.0870
chr20:8868328-8868328	49	0.0204	16	0.0625
chr20:8774573-8774573	30	0.0333	21	0.0476
chr20:6427510-6427510	24	0.0000	15	0.0000
chr20:9177393-9177393	39	0.1282	20	0.6000
chr20:7451438-7451438	72	0.1389	10	0.4000
chr20:7118090-7118090	6	0.6667	20	0.5000
chr20:9254201-9254201	66	0.2576	13	0.0769
chr20:8615779-8615779	36	0.5278	12	0.5833
chr20:9422360-9422360	39	0.7692	11	0.7273
chr20:7060932-7060932	61	0.0000	21	0.0952
chr20:8622167-8622167	18	0.7778	19	0.4211
chr20:7474749-7474749	72	0.0000	15	0.0667
chr20:9663708-9663708	62	0.0161	21	0.0000
chr20:9883263-9883263	66	0.1212	12	0.8333
chr20:7421212-7421212	63	0.1746	22	0.1364
chr20:7080831-7080831	47	0.0213	11	0.3636
chr20:8266759-8266759	27	0.4074	15	0.4000
chr20:8540373-8540373	32	0.5000	11	0.3636
chr20:7910011-7910011	40	0.0000	15	0.1333
chr20:7780900-7780900	59	0.8475	18	0.9444
chr20:9186412-9186412	46	0.0000	15	0.0000
chr20:8951176-8951176	40	0.7250	12	0.5000
chr20:9119944-9119944	44	0.0682	14	0.0714
chr20:7963940-7963940	11	0.5455	14	0.6429
chr20:9085747-9085747	39	0.1282	16	0.4375
chr20:7091086-7091086	40	0.0000	14	0.0000
chr20:9169992-9169992	41	0.2195	30	0.3333
chr20:6706684-6706684	48	0.0000	21	0.0476
chr20:8942373-8942373	50	0.0000	16	0.0625
chr20:9565926-9565926	39	0.9744	16	0.8125
chr20:9374120-9374120	43	0.0465	10	0.0000
chr20:9284008-9284008	44	0.0000	14	0.0000
chr20:9933290-9933290	52	0.1731	16	0.0625
chr20:7132191-7132191	36	0.0000	21	0.0476
chr20:9616735-9616735	26	0.2308	17	0.2353
chr20:6809538-6809538	22	0.6818	12	0.8333
chr20:6853673-6853673	46	0.5217	16	0.8125
chr20:7968687-7968687	19	0.4737	12	0.5000
chr20:9530820-9530820	40	0.0000	22	0.0000
chr20:8434827-8434827	35	0.0286	10	0.0000
chr20:7953834-7953834	33	0.0606	17	0.0000
chr20:7116751-7116751	23	0.0870	15	0.2000
chr20:6581232-6581232	14	0.0000	21	0.0476
chr20:9806786-9806786	37	0.7297	13	0.3846
chr20:6825106-6825106	28	0.7143	13	0.6923
chr20:8449600-8449600	23	0.5652	16	0.6875
chr20:6024069-6024069	22	0.9545	28	0.8929
chr20:6928174-6928174	24	0.6250	14	0.5000
chr20:9677748-9677748	75	0.0133	14	0.1429
chr20:7146171-7146171	55	0.6909	12	0.6667
chr20:8441495-8441495	62	0.0161	12	0.5000
chr20:9184432-9184432	36	0.0000	10	0.1000
chr20:6069615-6069615	41	0.5122	16	0.8125
chr20:6233603-6233603	62	0.7258	13	0.7692
chr20:6257728-6257728	54	0.0000	20	0.0500
chr20:9844495-9844495	52	0.8462	15	0.8667
chr20:7956775-7956775	19	0.3684	10	0.2000
chr20:6016360-6016360	42	0.9524	16	0.8750
chr20:6706643-6706643	56	0.6250	11	0.5455
chr20:9225488-9225488	53	0.0000	11	0.0909
chr20:6237000-6237000	38	0.8947	7	0.7143
chr20:9008673-9008673	29	0.0000	10	0.3000
chr20:8137327-8137327	20	0.9500	10	0.8000
chr20:7619557-7619557	58	0.0000	14	0.0000
chr20:6308153-6308153	53	0.0377	16	0.0000
chr20:7775378-7775378	30	0.0000	13	0.0000
chr20:8586033-8586033	49	0.4286	17	0.7647
chr20:7636656-7636656	23	0.0435	15	0.0000
chr20:9713967-9713967	34	0.3235	18	0.2222
chr20:9069761-9069761	52	0.0192	17	0.1176
chr20:6032320-6032320	21	0.9048	21	0.9048
chr20:8901673-8901673	38	0.0000	18	0.0556
chr20:6912220-6912220	33	0.7576	8	0.8750
chr20:8308754-8308754	26	0.0000	10	0.4000
chr20:8890712-8890712	57	0.3333	7	0.0000
chr20:7391445-7391445	43	0.1163	16	0.3125
chr20:8099276-8099276	26	0.0385	13	0.0000
chr20:8708556-8708556	39	0.6923	19	0.5263
chr20:9938626-9938626	49	0.8571	10	0.7000
chr20:9808037-9808037	57	0.1404	14	0.2143
chr20:6053799-6053799	36	0.3611	19	0.2632
chr20:6722905-6722905	51	0.0392	26	0.0385
chr20:6852487-6852487	36	0.2222	15	0.4000
chr20:6823579-6823579	43	0.0465	16	0.2500
chr20:6083072-6083072	44	0.0227	14	0.0714
chr20:8758534-8758534	30	0.8667	11	0.5455
chr20:6851406-6851406	21	0.7143	13	0.6923
chr20:7718780-7718780	45	0.8889	15	0.6667
chr20:6117414-6117414	16	1.0000	24	0.8750
chr20:6259619-6259619	35	0.5143	22	0.4545
chr20:9086592-9086592	35	0.6286	21	0.6190
chr20:6970152-6970152	19	0.0000	18	0.0000
chr20:9640990-9640990	22	0.3636	17	0.1176
chr20:9075445-9075445	51	0.0000	9	0.0000
chr20:9254590-9254590	31	0.1613	16	0.3750
chr20:8675568-8675568	46	0.0000	15	0.0667
chr20:8867405-8867405	43	0.5349	11	0.6364
chr20:7202850-7202850	36	0.2222	20	0.1000
chr20:9114137-9114137	32	0.3750	12	0.5000
chr20:7535828-7535828	63	0.0159	8	0.1250
chr20:7039794-7039794	56	0.0179	15	0.1333
chr20:9047168-9047168	35	0.7143	17	1.0000
chr20:9596507-9596507	13	0.6154	17	0.7647
chr20:9558237-9558237	14	0.0000	14	0.1429
chr20:9869297-9869297	32	0.0000	10	0.0000
chr20:9280745-9280745	29	0.0345	10	0.1000
chr20:9042557-9042557	40	0.1750	9	0.3333
chr20:8560550-8560550	68	0.0735	13	0.1538
chr20:6041945-6041945	14	0.6429	13	0.7692
chr20:6178689-6178689	45	0.0000	19	0.1053
chr20:9695485-9695485	61	0.6393	24	0.4583
chr20:9079885-9079885	60	0.3500	16	0.1875
chr20:7047322-7047322	49	0.4490	21	0.6190
chr20:8080828-8080828	22	0.1364	24	0.2917
chr20:8868789-8868789	26	0.0385	13	0.3846
chr20:6930166-6930166	40	0.2250	12	0.2500
chr20:8726072-8726072	50	0.7400	15	0.7333
chr20:8543589-8543589	26	0.1154	15	0.0000
chr20:6394236-6394236	25	0.0000	20	0.0000
chr20:6361618-6361618	29	0.6207	11	0.2727
chr20:9839990-9839990	32	0.0312	9	0.0000
chr20:8118574-8118574	49	0.0816	18	0.0000
chr20:9707488-9707488	31	0.6774	7	0.8571
chr20:9889696-9889696	47	0.0000	13	0.1538
chr20:9350714-9350714	12	0.0833	22	0.0455
chr20:6263889-6263889	62	0.2903	14	0.2143
chr20:8050878-8050878	40	0.9500	26	0.9615
chr20:7121993-7121993	10	0.7000	23	0.9565
chr20:6999099-6999099	49	0.5306	25	0.5200
chr20:7176043-7176043	35	0.0286	12	0.0000
chr20:7511241-7511241	56	0.0536	11	0.0909
chr20:9182411-9182411	30	0.0333	18	0.0556
chr20:6334018-6334018	46	0.2609	14	0.0714
chr20:8144725-8144725	49	0.8163	5	0.4000
chr20:6525687-6525687	17	0.4118	24	0.5000
chr20:6959164-6959164	44	0.0227	24	0.1250
chr20:7393988-7393988	46	0.1739	14	0.2143
chr20:6322143-6322143	29	0.3793	11	0.4545
chr20:6638957-6638957	26	0.1154	13	0.3846
chr20:9174284-9174284	28	0.0357	25	0.0400
chr20:7845536-7845536	36	0.0833	13	0.0000
chr20:6218484-6218484	31	0.6774	13	0.6923
chr20:8045574-8045574	50	0.9000	12	0.9167
chr20:9968481-9968481	28	0.5714	21	0.4762
chr20:8443258-8443258	24	0.8750	16	0.7500
chr20:7062144-7062144	41	0.2927	17	0.4118
chr20:9093779-9093779	30	0.2333	9	0.2222
chr20:7972312-7972312	27	0.0370	9	0.1111
chr20:8935265-8935265	27	0.0000	16	0.0625
chr20:7485875-7485875	35	0.1714	8	0.1250
chr20:7539362-7539362	21	0.0000	16	0.1250
chr20:7490928-7490928	42	0.0238	9	0.0000
chr20:8705130-8705130	14	0.0000	14	0.1429
chr20:7592673-7592673	17	0.0588	23	0.0870
chr20:6539159-6539159	38	0.2368	17	0.4118
chr20:9092338-9092338	35	0.0571	12	0.0833
chr20:7107534-7107534	50	0.2600	14	0.2857
chr20:8484580-8484580	22	0.3182	12	0.5000
chr20:9996960-9996960	56	0.9643	18	0.6111
chr20:8740388-8740388	56	0.0000	9	0.1111
chr20:7666021-7666021	21	0.9048	17	1.0000
chr20:9280714-9280714	32	0.0938	14	0.3571
chr20:6259690-6259690	46	0.2174	19	0.2105
chr20:7706446-7706446	17	0.1176	23	0.0435
chr20:6387535-6387535	33	0.0909	9	0.1111
chr20:8258158-8258158	59	0.3559	19	0.2105
chr20:8450690-8450690	53	0.6981	13	0.7692
chr20:6303837-6303837	25	0.0000	6	0.0000
chr20:6182153-6182153	39	0.7692	21	0.8095
chr20:6865176-6865176	37	0.0000	16	0.0625
chr20:7896331-7896331	82	0.1098	23	0.0870
chr20:7495571-7495571	67	0.5373	14	0.5714
chr20:6418056-6418056	36	0.5833	18	0.5556
chr20:7059263-7059263	20	0.0000	14	0.3571
chr20:7330927-7330927	20	0.2000	14	0.4286
chr20:6102536-6102536	14	0.4286	25	0.1200
chr20:6683532-6683532	34	0.0294	15	0.1333
chr20:6591582-6591582	37	0.0541	25	0.0400
chr20:8119869-8119869	59	0.9661	14	0.7857
chr20:7276155-7276155	29	0.0000	11	0.0909
chr20:6711586-6711586	45	0.2444	14	0.1429
chr20:8637862-8637862	51	0.8431	15	0.9333
chr20:7682993-7682993	37	0.0811	15	0.2667
chr20:6479308-6479308	35	0.1429	15	0.1333
chr20:6880376-6880376	55	0.2727	13	0.3846
chr20:6282992-6282992	24	0.0833	15	0.0667
chr20:6418075-6418075	40	0.5750	14	0.8571
chr20:6272184-6272184	46	0.0000	14	0.0000
chr20:9713062-9713062	35	0.2000	22	0.5455
chr20:7356291-7356291	45	0.1111	14	0.0714
chr20:8777834-8777834	27	0.8148	18	0.9444
chr20:8412018-8412018	23	1.0000	12	0.7500
chr20:6924227-6924227	11	0.3636	15	0.4667
chr20:6023653-6023653	8	1.0000	15	0.9333
chr20:8221245-8221245	58	0.6897	12	0.5000
chr20:6492406-6492406	49	0.1020	9	0.4444
chr20:7829127-7829127	45	0.0000	13	0.0000
chr20:7960645-7960645	52	0.0000	14	0.1429
chr20:9952441-9952441	20	0.0500	12	0.0000
chr20:7710520-7710520	53	0.2264	10	0.4000
chr20:8644801-8644801	8	0.5000	13	0.2308
chr20:6619947-6619947	69	0.0580	16	0.1250
chr20:9023034-9023034	27	0.0000	21	0.0476
chr20:8234559-8234559	60	0.0000	14	0.0000
chr20:6798115-6798115	16	0.0000	26	0.0000
chr20:8600074-8600074	1	1.0000	13	1.0000
chr20:6117666-6117666	31	0.0000	22	0.0455
chr20:8616021-8616021	30	0.2667	18	0.1667
chr20:6563493-6563493	47	0.1064	10	0.1000
chr20:7621332-7621332	32	0.0938	9	0.0000
chr20:8269978-8269978	46	0.0000	30	0.0000
chr20:9278295-9278295	39	0.0000	7	0.1429
chr20:9223153-9223153	37	0.6486	13	0.6154
chr20:6815147-6815147	33	0.0909	10	0.2000
chr20:8984227-8984227	68	0.6471	18	0.5556
chr20:8988010-8988010	43	0.0000	16	0.0000
chr20:8124276-8124276	25	0.9200	13	0.8462
chr20:6704717-6704717	28	0.1071	15	0.0000
chr20:6625956-6625956	54	0.4074	21	0.5238
chr20:7364908-7364908	22	0.0000	9	0.0000
chr20:9858013-9858013	47	0.1064	6	0.3333
chr20:9082388-9082388	42	0.0476	10	0.1000
chr20:6370344-6370344	39	0.0000	12	0.0833
chr20:9966120-9966120	20	0.1000	12	0.3333
chr20:6354049-6354049	46	0.0000	16	0.0000
chr20:6857755-6857755	29	0.1724	20	0.2500
chr20:6192834-6192834	12	0.8333	15	0.8000
chr20:9019169-9019169	46	0.4783	9	0.4444
chr20:7891969-7891969	40	0.0500	18	0.0556
chr20:6042690-6042690	25	1.0000	15	1.0000
chr20:9681397-9681397	45	0.0000	19	0.2105
chr20:8733355-8733355	53	0.4906	17	0.4706
chr20:9940041-9940041	42	0.0000	11	0.0000
chr20:7731138-7731138	69	0.0000	14	0.0000
chr20:6047933-6047933	27	0.2963	18	0.6111
chr20:9863756-9863756	38	0.6842	11	0.8182
chr20:6681144-6681144	34	0.4706	19	0.4737
chr20:9359608-9359608	30	0.5333	8	0.5000
chr20:6158774-6158774	54	0.0185	16	0.0000
chr20:8739654-8739654	35	0.8857	12	0.9167
chr20:8722695-8722695	65	0.0154	20	0.0000
chr20:9543339-9543339	18	0.0000	13	0.0000
chr20:9858296-9858296	41	0.7561	13	0.9231
chr20:9678814-9678814	28	0.2500	20	0.0500
chr20:6112164-6112164	45	0.0000	14	0.0714
chr20:8835599-8835599	36	0.0000	18	0.1111
chr20:7562549-7562549	21	0.8095	19	0.7368
chr20:7126929-7126929	52	0.3077	11	0.4545
chr20:6696646-6696646	26	0.5385	15	0.3333
chr20:6427816-6427816	24	0.4583	14	0.4286
chr20:8144126-8144126	30	0.2667	8	0.5000
chr20:6178743-6178743	67	0.0149	13	0.0769
chr20:8455839-8455839	36	1.0000	24	1.0000
chr20:6077904-6077904	16	0.7500	18	0.8333
chr20:6243167-6243167	39	0.0000	9	0.1111
chr20:9044866-9044866	36	0.0000	11	0.0000
chr20:6956056-6956056	31	0.1613	24	0.2083
chr20:6223982-6223982	46	0.2826	26	0.1923
chr20:9515280-9515280	25	0.0000	16	0.1875
chr20:6501842-6501842	12	0.6667	15	0.6000
chr20:9219610-9219610	31	0.8710	23	0.8261
chr20:6785257-6785257	33	0.9091	20	0.8000
chr20:8765334-8765334	50	0.7000	16	0.8750
chr20:6767236-6767236	57	0.0702	16	0.3125
chr20:8485991-8485991	21	0.0000	10	0.2000
chr20:8719957-8719957	52	0.7692	28	0.6429
chr20:8773088-8773088	29	0.8276	18	0.8889
chr20:9271535-9271535	68	0.0000	10	0.0000
chr20:6068117-6068117	36	0.0278	18	0.0000
chr20:9246633-9246633	26	0.0000	21	0.0476
chr20:7059947-7059947	42	0.0238	12	0.0833
chr20:8748466-8748466	57	0.2281	16	0.3750
chr20:8114897-8114897	29	0.4828	10	0.4000
chr20:9610914-9610914	23	0.0000	9	0.2222
chr20:7513460-7513460	18	0.0000	15	0.0000
chr20:9845497-9845497	55	0.8364	14	0.6429
chr20:7511020-7511020	47	0.1064	16	0.0625
chr20:6182182-6182182	41	0.6585	18	0.5000
chr20:9527587-9527587	39	0.0000	11	0.0000
chr20:7710656-7710656	55	0.5455	19	0.7895
chr20:7580117-7580117	33	0.2121	16	0.3750
chr20:9585013-9585013	47	0.4894	12	0.5833
chr20:6527256-6527256	40	0.7000	14	0.6429
chr20:6187548-6187548	35	0.0857	12	0.1667
chr20:7507237-7507237	10	0.1000	18	0.0000
chr20:7606904-7606904	33	0.0000	16	0.0625
chr20:7597083-7597083	27	0.0000	14	0.0000
chr20:8735595-8735595	39	0.5897	10	0.6000
chr20:8275245-8275245	14	0.6429	12	0.8333
chr20:6159869-6159869	35	0.0000	26	0.1923
chr20:9045379-9045379	23	0.0435	13	0.0000
chr20:8367333-8367333	59	0.0339	10	0.3000
chr20:8571768-8571768	30	0.3000	21	0.1429
chr20:9062226-9062226	44	0.6364	17	0.7647
chr20:8930468-8930468	50	0.0000	10	0.2000
chr20:8498159-8498159	26	0.2308	16	0.1250
chr20:7193795-7193795	29	0.3793	19	0.1579
chr20:6820609-6820609	47	0.3404	14	0.5000
chr20:9888338-9888338	36	0.0278	19	0.1579
chr20:7718758-7718758	39	0.6154	10	0.4000
chr20:8047997-8047997	35	0.4286	10	0.3000
chr20:8495586-8495586	13	0.4615	7	0.4286
chr20:9315164-9315164	57	0.2105	14	0.2143
chr20:9160427-9160427	36	0.0000	22	0.0000
chr20:9666511-9666511	30	0.0333	8	0.1250
chr20:8698226-8698226	59	0.0339	13	0.1538
chr20:7679572-7679572	35	0.7714	14	0.9286
chr20:7358209-7358209	47	0.1064	10	0.0000
chr20:6976387-6976387	50	0.0000	15	0.0667
chr20:9934120-9934120	38	0.0263	11	0.1818
chr20:6680348-6680348	54	0.5185	16	0.6875
chr20:7097454-7097454	31	0.0323	17	0.0000
chr20:8731554-8731554	64	0.1094	20	0.0500
chr20:8829753-8829753	44	0.0000	22	0.0455
chr20:8175929-8175929	64	0.7500	19	0.6316
chr20:9019795-9019795	30	0.3000	18	0.5000
chr20:7866387-7866387	35	0.4000	10	0.6000
chr20:6217945-6217945	19	0.0526	12	0.1667
chr20:7147729-7147729	31	0.1613	16	0.1875
chr20:9743604-9743604	52	0.2115	19	0.2632
chr20:8626920-8626920	45	0.5556	19	0.6316
chr20:9863561-9863561	44	0.6818	8	0.7500
chr20:7969281-7969281	45	0.4444	18	0.3333
chr20:9488600-9488600	55	0.8364	18	0.8889
chr20:7462668-7462668	27	0.0000	15	0.2000
chr20:6777742-6777742	44	0.5909	26	0.5385
chr20:8543070-8543070	51	0.7451	21	0.4762
chr20:6372286-6372286	41	0.1707	15	0.4000
chr20:6398209-6398209	32	0.3125	17	0.2941
chr20:6142486-6142486	33	0.0000	18	0.0556
chr20:6993660-6993660	44	0.7273	16	0.5625
chr20:7616961-7616961	52	0.0000	12	0.0833
chr20:7140754-7140754	30	0.0000	18	0.1667
chr20:9839171-9839171	10	0.0000	7	0.2857
chr20:8997793-8997793	69	0.8116	13	0.7692
chr20:8862308-8862308	52	0.8462	16	0.6875
chr20:7023423-7023423	47	0.7660	20	0.7500
chr20:7035583-7035583	49	0.3878	11	0.5455
chr20:8387072-8387072	50	0.2200	25	0.2400
chr20:6894809-6894809	40	0.4000	12	0.4167
chr20:6166201-6166201	7	1.0000	7	0.4286
chr20:6243076-6243076	23	0.6957	17	0.7059
chr20:8136080-8136080	35	0.8286	12	0.6667
chr20:8472697-8472697	36	0.0000	9	0.2222
chr20:8468943-8468943	49	0.6939	10	0.9000
chr20:6827620-6827620	46	0.0217	14	0.0714
chr20:9918348-9918348	19	0.1053	7	0.0000
chr20:7147596-7147596	38	0.6316	15	0.3333
chr20:7641484-7641484	16	0.6250	16	0.5625
chr20:6584584-6584584	43	0.0233	19	0.1053
chr20:9028667-9028667	22	0.0000	14	0.0000
chr20:7683866-7683866	58	0.0000	20	0.1000
chr20:8812914-8812914	18	0.4444	20	0.3500
chr20:7114134-7114134	36	0.1111	15	0.3333
chr20:6433670-6433670	46	0.0000	19	0.0526
chr20:9971303-9971303	23	0.8696	16	0.6250
chr20:8144851-8144851	44	0.0227	13	0.3846
chr20:8131286-8131286	17	0.9412	17	0.8824
chr20:8381353-8381353	37	0.7027	15	0.8000
chr20:6352328-6352328	35	0.0000	6	0.3333
chr20:8912257-8912257	24	0.2083	5	0.2000
chr20:8751178-8751178	7	0.0000	12	0.0000
chr20:6111579-6111579	18	0.6667	10	0.7000
chr20:6748723-6748723	40	0.9250	5	0.4000
chr20:6697739-6697739	17	0.0000	11	0.3636
chr20:8396985-8396985	48	0.9792	25	0.9200
chr20:7647392-7647392	17	0.0588	11	0.1818
chr20:9250609-9250609	61	0.0164	16	0.1250
chr20:9695324-9695324	41	0.0000	21	0.0476
chr20:7368686-7368686	33	0.4545	9	0.8889
chr20:7579789-7579789	40	0.0750	17	0.0000
chr20:6080374-6080374	32	0.3438	10	0.4000
chr20:7394405-7394405	51	0.0784	18	0.1667
chr20:7192989-7192989	34	0.7941	23	0.9565
chr20:9345629-9345629	61	0.0164	16	0.0000
chr20:9171001-9171001	42	0.3333	16	0.5000
chr20:8121357-8121357	45	0.8889	22	1.0000
chr20:6765535-6765535	27	0.0000	13	0.0000
chr20:9358924-9358924	43	0.3953	15	0.5333
chr20:6935926-6935926	51	0.0000	12	0.1667
chr20:9689215-9689215	21	0.0000	12	0.0000
chr20:9874190-9874190	34	0.7647	16	0.7500
chr20:6946508-6946508	43	0.3953	13	0.6923
chr20:8290604-8290604	27	0.8148	16	0.7500
chr20:6481350-6481350	25	0.2000	10	0.0000
chr20:8151781-8151781	50	0.0600	20	0.0500
chr20:8668133-8668133	7	0.1429	19	0.0526
chr20:6606607-6606607	21	0.6190	15	0.8000
chr20:7529247-7529247	49	0.0408	15	0.1333
chr20:6262868-6262868	36	0.0000	17	0.0588
chr20:8481291-8481291	45	0.4000	9	0.3333
chr20:7907631-7907631	34	0.7059	16	0.7500
chr20:7182233-7182233	35	0.0000	21	0.1429
chr20:6788344-6788344	15	0.6667	23	0.7826
chr20:6769791-6769791	22	0.0455	20	0.0000
chr20:8819662-8819662	35	0.0000	17	0.1176
chr20:7429523-7429523	51	0.0000	22	0.0000
chr20:7806882-7806882	39	0.2821	15	0.1333
chr20:9691451-9691451	24	0.3750	14	0.2857
chr20:8402407-8402407	87	0.9655	30	1.0000
chr20:9218659-9218659	33	0.6061	16	0.5625
chr20:7264814-7264814	36	0.0000	13	0.1538
chr20:7316028-7316028	36	0.2222	9	0.3333
chr20:8881327-8881327	15	0.3333	12	0.3333
chr20:6124680-6124680	38	0.3684	25	0.4400
chr20:9726390-9726390	48	0.5625	14	0.5714
chr20:6713646-6713646	25	0.2000	9	0.1111
chr20:6575965-6575965	27	0.8519	9	0.6667
chr20:7235318-7235318	22	0.0000	12	0.1667
chr20:9544684-9544684	39	0.7179	2	0.0000
chr20:9535584-9535584	41	0.0976	21	0.0476
chr20:9617699-9617699	10	0.0000	20	0.6500
chr20:8489232-8489232	35	0.0000	11	0.0000
chr20:8153131-8153131	55	0.3636	11	0.5455
chr20:6952462-6952462	18	0.0556	23	0.2174
chr20:9384096-9384096	33	0.0000	24	0.0000
chr20:7805609-7805609	49	0.4694	8	0.3750
chr20:6611264-6611264	15	0.2000	16	0.3750
chr20:9702528-9702528	39	0.2308	20	0.1500
chr20:6126223-6126223	44	0.1591	21	0.5238
chr20:6008337-6008337	33	0.0909	27	0.4074
chr20:7886241-7886241	37	0.1081	15	0.0667
chr20:9737937-9737937	34	0.0000	14	0.0000
chr20:7590673-7590673	32	0.0000	9	0.0000
chr20:7426779-7426779	37	0.1622	12	0.0833
chr20:8304449-8304449	27	0.0370	16	0.1250
chr20:7270765-7270765	34	0.2059	10	0.6000
chr20:8443225-8443225	24	0.4167	19	0.3684
chr20:9598333-9598333	47	0.2766	11	0.6364
chr20:6832792-6832792	43	0.3256	11	0.3636
chr20:8112097-8112097	5	0.0000	6	0.0000
chr20:8627887-8627887	42	0.0714	20	0.2500
chr20:9273112-9273112	37	0.1892	15	0.1333
chr20:9532101-9532101	32	0.0000	24	0.0417
chr20:6993730-6993730	38	0.4211	22	0.5455
chr20:6272776-6272776	52	0.0385	12	0.1667
chr20:8758321-8758321	38	0.0526	11	0.1818
chr20:8944842-8944842	49	0.0000	16	0.0000
chr20:7009171-7009171	51	0.0784	11	0.2727
chr20:9226160-9226160	47	0.6596	16	0.6875
chr20:9133297-9133297	18	0.0000	22	0.1364
chr20:6550338-6550338	48	0.0833	12	0.0833
chr20:7724650-7724650	36	0.0000	7	0.0000
chr20:8546244-8546244	7	0.7143	16	0.8750
chr20:8464412-8464412	39	0.1026	11	0.0000
chr20:9535680-9535680	28	0.0000	14	0.0000
chr20:6375814-6375814	40	0.1500	12	0.1667
chr20:7140970-7140970	36	0.0278	9	0.1111
chr20:6672974-6672974	53	0.0000	19	0.0000
chr20:8041613-8041613	30	0.2000	11	0.2727
chr20:9413227-9413227	24	0.8750	13	0.9231
chr20:9786357-9786357	29	0.0000	11	0.0909
chr20:6356404-6356404	18	0.0000	21	0.0952
chr20:6377831-6377831	23	0.5652	13	0.7692
chr20:7874623-7874623	31	0.9032	20	1.0000
chr20:9577674-9577674	33	0.0000	25	0.0000
chr20:9427458-9427458	51	0.0000	16	0.0625
chr20:8943333-8943333	28	0.4286	17	0.2941
chr20:8330148-8330148	47	0.2128	9	0.1111
chr20:7503090-7503090	49	0.3469	9	0.1111
chr20:9273971-9273971	25	0.0000	10	0.0000
chr20:7080994-7080994	51	0.1176	15	0.1333
chr20:8676196-8676196	27	0.0370	18	0.3889
chr20:7912665-7912665	31	0.0000	11	0.0000
chr20:9649737-9649737	36	0.5556	16	0.5000
chr20:9493474-9493474	28	0.6429	9	0.3333
chr20:8065758-8065758	26	0.7692	14	0.5000
chr20:8334450-8334450	52	0.7692	6	0.8333
chr20:7787112-7787112	22	0.5000	11	0.3636
chr20:9646124-9646124	37	0.9459	18	1.0000
chr20:7584276-7584276	45	0.0000	22	0.0000
chr20:8664349-8664349	36	0.6944	17	0.6471
chr20:9491140-9491140	20	0.5000	12	0.5833
chr20:6409661-6409661	57	0.2105	13	0.3846
chr20:8438859-8438859	29	0.0345	17	0.2941
chr20:6981895-6981895	21	0.2857	6	0.0000
chr20:6388029-6388029	39	0.1026	17	0.0000
chr20:7026772-7026772	42	0.0952	18	0.1111
chr20:6074201-6074201	24	0.1250	20	0.4500
chr20:9361314-9361314	48	0.2708	9	0.6667
chr20:6215225-6215225	26	0.0000	7	0.0000
chr20:8682393-8682393	28	0.1071	14	0.0000
chr20:6276800-6276800	41	0.0244	16	0.2500
chr20:9181544-9181544	47	0.1064	11	0.0909
chr20:7004972-7004972	31	0.1290	22	0.1364
chr20:9113938-9113938	40	0.7000	23	0.8696
chr20:6705901-6705901	43	0.1860	24	0.0417
chr20:7222173-7222173	32	0.0000	15	0.2667
chr20:9965028-9965028	32	0.6250	15	0.4000
chr20:8663872-8663872	49	0.1633	21	0.1429
